sample,image name,species,otolith label,otolith length,fish length(FL)mm,fish weight(FW)gr
29,1.jpg,Poor Cod,2,8.18,175.05,56.73
29,1.jpg,Norway Pout,3,8.61,196.22,59.45
29,1.jpg,Poor Cod,4,8.78,190.76,74.51
29,1.jpg,Poor Cod,5,7.41,154.97,38.82
29,,Cephalopoda,1,,,
29,,Cephalopoda,1,,,
29,,Cephalopoda,1,,,
30,3.jpg,Blue Whiting,1,6,103.1,7.87
30,3.jpg,Blue Whiting,2,6.13,106.53,8.48
30,3.jpg,Blue Whiting,3,6.36,112.62,9.65
30,3.jpg,Blue Whiting,4,5.8,97.73,6.98
30,3.jpg,Blue Whiting,5,5.83,98.6,7.12
30,3.jpg,Blue Whiting,6,6.07,105.02,8.21
30,3.jpg,Blue Whiting,7,6.73,122.54,11.78
30,3.jpg,Blue Whiting,8,5.84,98.9,7.17
30,3.jpg,Blue Whiting,9,5.83,98.6,7.12
30,3.jpg,Blue Whiting,10,5.67,94.38,6.46
30,3.jpg,Blue Whiting,11,5.71,95.28,6.6
30,3.jpg,Blue Whiting,12,6.17,107.73,8.7
30,4.jpg,Whiting,13,6.37,118.23,12.52
30,4.jpg,Blue Whiting,14,5.14,80.12,4.56
30,4.jpg,Whiting,15,5.47,102.71,8
30,4.jpg,Whiting,16,6.75,124.93,14.9
30,4.jpg,Whiting,17,5.97,111.38,10.36
30,4.jpg,Whiting,18,6.14,114.27,11.24
30,4.jpg,Blue Whiting,19,4.34,58.97,2.53
30,4.jpg,Blue Whiting,20,4.54,64.13,2.95
30,4.jpg,Whiting,21,5.11,96.54,6.55
30,4.jpg,Whiting,22,5.43,102,7.82
30,4.jpg,Whiting,23,6.05,112.82,10.79
30,5.jpg,Blue Whiting,24,4.83,71.9,3.67
30,5.jpg,Blue Whiting,25,4.34,59.05,2.53
30,5.jpg,Blue Whiting,28,5,76.53,4.15
30,5.jpg,Blue Whiting,29,5.33,85.33,5.2
30,5.jpg,Blue Whiting,30,4.31,58.01,2.45
30,5.jpg,Blue Whiting,31,4.07,51.79,2.02
30,5.jpg,Blue Whiting,32,4.25,56.55,2.35
30,5.jpg,Blue Whiting,33,3.89,46.95,1.72
30,5.jpg,Blue Whiting,34,4.37,59.8,2.59
30,5.jpg,Blue Whiting,35,4.61,66.1,3.12
30,5.jpg,Blue Whiting,36,4.59,65.7,3.08
30,5.jpg,Blue Whiting,37,4.7,68.55,3.34
30,5.jpg,Blue Whiting,38,4.38,60.01,2.61
30,5.jpg,Blue Whiting,39,4.38,60.09,2.61
30,5.jpg,Blue Whiting,41,5.07,78.28,4.35
30,6.jpg,Unidentified Gadidae,42,3.48,47.59,1.85
30,6.jpg,Blue Whiting,43,3.68,41.33,1.41
30,6.jpg,Unidentified Gadidae,44,3.56,49.81,2.03
30,6.jpg,Blue Whiting,47,3.74,42.98,1.5
30,6.jpg,Whiting,48,3.75,72.98,2.63
30,6.jpg,Unidentified Gadidae,49,3.16,39.23,1.29
30,6.jpg,Whiting,50,4.59,87.51,4.77
30,6.jpg,Blue Whiting,51,3.19,28.38,0.86
30,6.jpg,Blue Whiting,54,3.71,42.16,1.45
30,6.jpg,Blue Whiting,58,4.08,51.95,2.03
30,6.jpg,Blue Whiting,60,3.84,45.75,1.65
30,6.jpg,Blue Whiting,61,4.19,54.87,2.23
30,6.jpg,Blue Whiting,62,3.72,42.56,1.48
30,1.jpg,Cod,1,7.02,178.67,47.34
30,1.jpg,Cod,2,6.17,148.97,28.09
30,1.jpg,Cod,3,6.33,154.59,31.17
30,1.jpg,Cod,4,7.15,183.03,50.84
30,2.jpg,Norway Pout,1,3.65,83.22,3.69
31,1.jpg,Blue Whiting,1,5.2,81.82,4.76
31,1.jpg,Blue Whiting,2,4.87,73.04,3.78
32,1.jpg,Blue Whiting,1,4.49,62.93,2.84
32,1.jpg,Unidentified Gadidae,2,4.01,61.95,3.21
33,11.jpg,Black Goby,1,3.22,126.43,30.45
33,1.jpg,Black Sea Bream,1,9.36,271.46,300.4
33,1.jpg,Black Sea Bream,2,7.41,215.11,149.32
33,1.jpg,Black Sea Bream,3,8.67,251.53,238.88
33,1.jpg,Black Sea Bream,4,7.5,217.55,154.46
33,2.jpg,Black Sea Bream,1,5.9,171.21,75.21
33,2.jpg,Black Sea Bream,2,7.1,206.03,131.17
33,7.jpg,Whiting,1,7.02,129.56,16.71
33,7.jpg,Whiting,2,6.57,121.83,13.77
33,7.jpg,Whiting,3,6.91,127.66,15.95
33,4.jpg,Haddock/Pollack/Saithe,1,5.34,109.02,10.59
33,4.jpg,Haddock/Pollack/Saithe,2,4.88,95.97,7.13
33,4.jpg,Haddock/Pollack/Saithe,3,5.49,113.35,11.95
33,4.jpg,Haddock/Pollack/Saithe,4,5.8,122.67,15.27
33,4.jpg,Haddock/Pollack/Saithe,5,5.4,110.73,11.12
33,4.jpg,Haddock/Pollack/Saithe,6,5.44,112.13,11.56
33,5.jpg,Hake,1,4.58,78.33,5
33,5.jpg,Hake,2,5.21,95.09,7.76
33,10.jpg,Norway Pout,1,4.48,102.14,7.17
33,10.jpg,Norway Pout,2,4.59,104.65,7.76
33,10.jpg,Norway Pout,3,3.8,86.64,4.21
33,6.jpg,Whiting,1,6.19,115.19,11.53
33,6.jpg,Whiting,2,6.12,113.98,11.15
33,8.jpg,Whiting,4,6.94,128.11,16.13
33,8.jpg,Whiting,5,6.4,118.87,12.74
33,8.jpg,Whiting,6,6.91,127.68,15.96
33,9.jpg,Whiting,1,6.05,112.77,10.77
34,1.jpg,Sandeel,1,1.49,86.22,1.81
34,1.jpg,Sandeel,2,1.4,81.18,1.51
34,1.jpg,Sandeel,3,1.3,76.46,1.26
34,1.jpg,Sandeel,4,1.4,81.6,1.53
34,1.jpg,Sandeel,5,1.66,95.15,2.43
34,1.jpg,Sandeel,6,1.4,81.29,1.51
34,1.jpg,Sandeel,7,1.55,88.97,1.99
34,1.jpg,Sandeel,8,1.26,74.02,1.14
34,1.jpg,Sandeel,9,1.25,73.76,1.13
34,1.jpg,Sandeel,10,1.57,90.01,2.06
34,1.jpg,Sandeel,11,1.48,85.6,1.77
34,1.jpg,Sandeel,12,1.33,77.86,1.33
34,1.jpg,Sandeel,13,1.64,94.11,2.35
34,1.jpg,Sandeel,14,1.58,90.68,2.11
34,1.jpg,Sandeel,15,1.37,79.73,1.43
34,1.jpg,Sandeel,16,1.53,88.3,1.94
34,1.jpg,Sandeel,17,1.33,77.76,1.32
34,1.jpg,Sandeel,18,1.32,77.19,1.29
34,1.jpg,Sandeel,19,1.47,85.08,1.74
34,1.jpg,Sandeel,20,1.3,76.36,1.25
34,1.jpg,Sandeel,21,1.26,73.92,1.13
34,1.jpg,Sandeel,22,1.51,87.26,1.88
34,1.jpg,Sandeel,23,1.16,69.04,0.92
34,1.jpg,Sandeel,24,1.18,70.03,0.96
34,1.jpg,Sandeel,25,1.49,86.32,1.82
34,1.jpg,Sandeel,26,1.47,84.87,1.73
34,1.jpg,Sandeel,27,1.59,91.41,2.16
34,1.jpg,Sandeel,28,1.48,85.65,1.77
34,1.jpg,Sandeel,29,1.3,76.25,1.25
34,1.jpg,Sandeel,30,1.58,90.94,2.13
34,1.jpg,Sandeel,31,1.44,83.42,1.64
34,1.jpg,Sandeel,32,1.44,83.73,1.66
34,1.jpg,Sandeel,33,1.56,89.85,2.05
34,1.jpg,Sandeel,34,1.45,84.25,1.69
34,1.jpg,Sandeel,35,1.48,85.8,1.78
34,1.jpg,Sandeel,36,1.67,95.2,2.44
34,1.jpg,Sandeel,37,1.28,75.42,1.21
34,1.jpg,Sandeel,38,1.41,82.17,1.57
34,1.jpg,Sandeel,39,1.64,93.85,2.34
34,1.jpg,Sandeel,40,1.65,94.32,2.37
34,1.jpg,Sandeel,41,1.29,75.48,1.21
34,1.jpg,Sandeel,42,1.48,85.34,1.76
34,1.jpg,Sandeel,43,1.32,77.14,1.29
34,1.jpg,Sandeel,44,1.58,90.89,2.12
34,1.jpg,Sandeel,45,1.48,85.49,1.76
34,1.jpg,Sandeel,46,1.58,90.63,2.1
34,1.jpg,Sandeel,47,1.66,95.15,2.43
34,1.jpg,Sandeel,48,1.48,85.34,1.76
34,1.jpg,Sandeel,49,1.44,83.36,1.64
34,1.jpg,Sandeel,50,1.27,74.49,1.16
34,1.jpg,Sandeel,51,1.33,77.97,1.33
34,1.jpg,Sandeel,52,1.38,80.35,1.46
34,1.jpg,Sandeel,53,1.41,81.81,1.54
34,1.jpg,Sandeel,54,1.4,81.6,1.53
34,1.jpg,Sandeel,55,1.54,88.56,1.96
34,1.jpg,Sandeel,56,1.58,90.53,2.1
34,1.jpg,Sandeel,57,1.59,91.05,2.13
34,1.jpg,Sandeel,58,1.66,94.94,2.42
34,1.jpg,Sandeel,59,1.45,84.25,1.69
34,1.jpg,Sandeel,60,1.41,81.96,1.55
34,1.jpg,Sandeel,61,1.62,93.07,2.28
34,1.jpg,Sandeel,62,1.48,85.39,1.76
34,1.jpg,Sandeel,63,1.57,90.32,2.08
34,1.jpg,Sandeel,64,1.6,91.57,2.17
34,1.jpg,Sandeel,65,1.55,89.07,2
34,1.jpg,Sandeel,66,1.59,91.25,2.15
34,1.jpg,Sandeel,67,1.53,88.14,1.93
34,1.jpg,Sandeel,68,1.48,85.34,1.76
34,1.jpg,Sandeel,69,1.56,89.96,2.06
34,1.jpg,Sandeel,70,1.59,91.2,2.14
34,2.jpg,Sandeel,71,1.47,84.82,1.72
34,2.jpg,Sandeel,72,1.29,75.73,1.22
34,2.jpg,Sandeel,73,1.33,77.97,1.33
34,2.jpg,Sandeel,74,1.24,73.24,1.1
34,2.jpg,Sandeel,75,1.26,74.18,1.15
34,2.jpg,Sandeel,76,1.49,85.86,1.79
34,2.jpg,Sandeel,77,1.59,91.31,2.15
34,2.jpg,Sandeel,78,1.43,82.9,1.61
34,2.jpg,Sandeel,79,1.64,93.64,2.32
34,2.jpg,Sandeel,80,1.41,81.86,1.55
34,2.jpg,Sandeel,81,1.32,77.45,1.31
34,2.jpg,Sandeel,82,1.6,91.57,2.17
34,2.jpg,Sandeel,83,1.75,99.66,2.79
34,2.jpg,Sandeel,84,1.39,80.98,1.5
34,2.jpg,Sandeel,85,1.3,76.31,1.25
34,2.jpg,Sandeel,86,1.3,76.15,1.24
34,2.jpg,Sandeel,87,1.41,81.76,1.54
34,2.jpg,Sandeel,88,1.4,81.55,1.53
34,2.jpg,Sandeel,89,1.52,87.73,1.91
34,2.jpg,Sandeel,90,1.47,85.03,1.74
34,2.jpg,Sandeel,91,1.3,76.1,1.24
34,2.jpg,Sandeel,92,1.43,83.11,1.62
34,2.jpg,Sandeel,93,1.35,78.59,1.37
34,2.jpg,Sandeel,94,1.21,71.63,1.03
34,2.jpg,Sandeel,95,1.18,70.18,0.97
34,2.jpg,Sandeel,96,1.46,84.51,1.7
34,2.jpg,Sandeel,97,1.4,81.5,1.53
34,2.jpg,Sandeel,98,1.28,75.06,1.19
34,2.jpg,Sandeel,99,1.35,78.9,1.38
34,2.jpg,Sandeel,100,1.5,86.79,1.85
34,2.jpg,Sandeel,101,1.56,89.54,2.03
34,2.jpg,Sandeel,102,1.38,80.51,1.47
34,2.jpg,Sandeel,103,1.25,73.4,1.11
34,2.jpg,Sandeel,104,1.32,77.45,1.31
34,2.jpg,Sandeel,105,1.34,78.43,1.36
34,2.jpg,Sandeel,106,1.47,85.29,1.75
34,2.jpg,Sandeel,107,1.43,83,1.61
34,2.jpg,Sandeel,108,1.36,79.26,1.4
34,2.jpg,Sandeel,109,1.52,87.62,1.9
34,2.jpg,Sandeel,110,1.37,79.94,1.44
34,2.jpg,Sandeel,111,1.39,80.98,1.5
34,2.jpg,Sandeel,112,1.31,76.62,1.26
34,2.jpg,Sandeel,113,1.19,70.54,0.98
34,2.jpg,Sandeel,114,1.43,83.11,1.62
34,2.jpg,Sandeel,115,1.53,87.93,1.92
34,2.jpg,Sandeel,116,1.49,86.17,1.81
34,2.jpg,Sandeel,117,1.37,79.99,1.44
34,2.jpg,Sandeel,118,1.41,82.07,1.56
35,10.jpg,Cod,201,8.62,234.3,108.19
35,10.jpg,Cod,202,6.42,157.8,33.04
35,10.jpg,Cod,203,6.61,164.15,36.99
35,10.jpg,Cod,204,7.85,207.6,74.31
35,3.jpg,Haddock/Pollack/Saithe,123,6.36,139.73,22.87
35,3.jpg,Haddock/Pollack/Saithe,124,5.6,116.7,13.08
35,3.jpg,Haddock/Pollack/Saithe,125,5.95,127.18,17.08
35,3.jpg,Haddock/Pollack/Saithe,126,5.66,118.35,13.67
35,3.jpg,Haddock/Pollack/Saithe,127,5.74,120.73,14.53
35,3.jpg,Haddock/Pollack/Saithe,128,5.98,128.18,17.5
35,3.jpg,Haddock/Pollack/Saithe,129,6.26,136.66,21.35
35,3.jpg,Haddock/Pollack/Saithe,130,5.52,114.32,12.27
35,3.jpg,Haddock/Pollack/Saithe,131,5.77,121.68,14.89
35,3.jpg,Haddock/Pollack/Saithe,132,6.06,130.46,18.48
35,3.jpg,Haddock/Pollack/Saithe,133,5.92,126.31,16.72
35,4.jpg,Haddock/Pollack/Saithe,134,5.97,127.79,17.34
35,4.jpg,Haddock/Pollack/Saithe,135,5.56,115.55,12.69
35,4.jpg,Haddock/Pollack/Saithe,136,5.52,114.32,12.27
35,4.jpg,Haddock/Pollack/Saithe,137,5.92,126.25,16.69
35,4.jpg,Haddock/Pollack/Saithe,138,5.85,124.29,15.91
35,4.jpg,Haddock/Pollack/Saithe,139,6.06,130.55,18.52
35,4.jpg,Haddock/Pollack/Saithe,140,5.85,124.05,15.81
35,5.jpg,Haddock/Pollack/Saithe,141,5.34,109.11,10.62
35,5.jpg,Haddock/Pollack/Saithe,142,5.36,109.77,10.82
35,5.jpg,Haddock/Pollack/Saithe,143,5.41,111.14,11.24
35,5.jpg,Haddock/Pollack/Saithe,144,5.41,111.17,11.25
35,5.jpg,Haddock/Pollack/Saithe,145,5.81,122.85,15.34
35,5.jpg,Haddock/Pollack/Saithe,146,5.03,100.23,8.16
35,5.jpg,Haddock/Pollack/Saithe,147,5.83,123.63,15.64
35,5.jpg,Haddock/Pollack/Saithe,148,5.73,120.58,14.48
35,5.jpg,Haddock/Pollack/Saithe,149,5.82,123.12,15.45
35,6.jpg,Haddock/Pollack/Saithe,150,5.74,120.73,14.53
35,6.jpg,Haddock/Pollack/Saithe,151,5.44,112.1,11.55
35,6.jpg,Haddock/Pollack/Saithe,152,5.41,111.08,11.23
35,6.jpg,Haddock/Pollack/Saithe,153,5.72,120.28,14.37
35,6.jpg,Haddock/Pollack/Saithe,154,5.42,111.37,11.32
35,6.jpg,Haddock/Pollack/Saithe,155,5.34,109.11,10.62
35,6.jpg,Haddock/Pollack/Saithe,156,5.42,111.46,11.34
35,6.jpg,Haddock/Pollack/Saithe,157,5.32,108.59,10.46
35,6.jpg,Haddock/Pollack/Saithe,158,4.73,91.91,6.24
35,6.jpg,Haddock/Pollack/Saithe,159,5.34,109.25,10.66
35,6.jpg,Haddock/Pollack/Saithe,160,5.39,110.67,11.1
35,6.jpg,Haddock/Pollack/Saithe,161,5.85,124.23,15.88
35,6.jpg,Haddock/Pollack/Saithe,162,5.56,115.58,12.7
35,7.jpg,Haddock/Pollack/Saithe,163,5.59,116.4,12.98
35,7.jpg,Haddock/Pollack/Saithe,164,5.2,105.08,9.45
35,7.jpg,Haddock/Pollack/Saithe,165,5.33,108.7,10.5
35,7.jpg,Haddock/Pollack/Saithe,166,5.08,101.7,8.54
35,7.jpg,Haddock/Pollack/Saithe,167,5.1,102.29,8.7
35,7.jpg,Haddock/Pollack/Saithe,168,5.12,102.83,8.84
35,7.jpg,Haddock/Pollack/Saithe,169,5.03,100.34,8.19
35,7.jpg,Haddock/Pollack/Saithe,170,5.01,99.64,8.01
35,7.jpg,Haddock/Pollack/Saithe,171,4.91,96.87,7.34
35,7.jpg,Haddock/Pollack/Saithe,172,4.49,85.39,4.97
35,7.jpg,Haddock/Pollack/Saithe,173,4.43,83.83,4.69
35,7.jpg,Haddock/Pollack/Saithe,174,4.62,88.96,5.64
35,7.jpg,Haddock/Pollack/Saithe,175,5.08,101.78,8.56
35,7.jpg,Haddock/Pollack/Saithe,176,5.59,116.37,12.97
35,7.jpg,Haddock/Pollack/Saithe,177,5.29,107.61,10.17
35,8.jpg,Haddock/Pollack/Saithe,178,4.92,97.26,7.43
35,8.jpg,Haddock/Pollack/Saithe,179,5.34,109.19,10.65
35,8.jpg,Haddock/Pollack/Saithe,180,5.36,109.57,10.76
35,8.jpg,Haddock/Pollack/Saithe,181,5.34,109.02,10.59
35,8.jpg,Haddock/Pollack/Saithe,184,4.76,92.76,6.42
35,8.jpg,Haddock/Pollack/Saithe,185,4.56,87.19,5.3
35,8.jpg,Haddock/Pollack/Saithe,186,5,99.36,7.94
35,8.jpg,Haddock/Pollack/Saithe,187,4.95,98.01,7.62
35,8.jpg,Haddock/Pollack/Saithe,188,5.07,101.3,8.44
35,8.jpg,Haddock/Pollack/Saithe,190,4.96,98.35,7.7
35,8.jpg,Haddock/Pollack/Saithe,191,5.28,107.32,10.09
35,8.jpg,Haddock/Pollack/Saithe,192,5.17,104.17,9.2
35,8.jpg,Haddock/Pollack/Saithe,193,5.44,112.13,11.56
35,9.jpg,Haddock/Pollack/Saithe,196,5,99.33,7.94
35,9.jpg,Haddock/Pollack/Saithe,197,4.73,91.91,6.24
35,9.jpg,Haddock/Pollack/Saithe,198,5,99.47,7.97
35,9.jpg,Haddock/Pollack/Saithe,199,4.94,97.76,7.55
35,9.jpg,Haddock/Pollack/Saithe,200,4.77,92.9,6.45
35,9.jpg,Hake,194,4.96,88.3,6.54
35,9.jpg,Hake,195,5.37,99.24,8.58
35,11.jpg,Unidentified Gadidae,1,3.88,58.41,2.82
35,1.jpg,Sandeel,1,1.45,83.88,1.67
35,1.jpg,Sandeel,2,1.27,74.9,1.18
35,1.jpg,Sandeel,3,1.38,80.15,1.45
35,1.jpg,Sandeel,4,1.33,77.6,1.32
35,1.jpg,Sandeel,5,1.3,76.05,1.24
35,1.jpg,Sandeel,6,1.37,79.73,1.43
35,1.jpg,Sandeel,7,1.32,77.29,1.3
35,1.jpg,Sandeel,8,1.15,68.52,0.9
35,1.jpg,Sandeel,9,1.17,69.56,0.94
35,1.jpg,Sandeel,10,1.14,68.05,0.88
35,1.jpg,Sandeel,11,1.2,70.8,0.99
35,1.jpg,Sandeel,12,1.3,76.2,1.24
35,1.jpg,Sandeel,13,1.29,75.94,1.23
35,1.jpg,Sandeel,14,1.25,73.66,1.12
35,1.jpg,Sandeel,15,1.33,77.55,1.31
35,1.jpg,Sandeel,16,1.27,74.7,1.17
35,1.jpg,Sandeel,17,1.35,78.85,1.38
35,1.jpg,Sandeel,18,1.26,74.23,1.15
35,1.jpg,Sandeel,19,1.25,73.55,1.12
35,1.jpg,Sandeel,20,1.15,68.52,0.9
35,1.jpg,Sandeel,21,1.28,75.27,1.2
35,1.jpg,Sandeel,22,1.33,77.6,1.32
35,1.jpg,Sandeel,23,1.25,73.4,1.11
35,1.jpg,Sandeel,24,1.13,67.59,0.86
35,1.jpg,Sandeel,25,1.25,73.4,1.11
35,1.jpg,Sandeel,26,1.11,66.29,0.81
35,1.jpg,Sandeel,27,1.17,69.35,0.93
35,1.jpg,Sandeel,28,1.23,72.83,1.08
35,1.jpg,Sandeel,29,1.25,73.66,1.12
35,1.jpg,Sandeel,30,1.31,76.51,1.26
35,1.jpg,Sandeel,31,1.43,83.11,1.62
35,1.jpg,Sandeel,32,1.26,74.07,1.14
35,1.jpg,Sandeel,33,1.32,77.14,1.29
35,1.jpg,Sandeel,34,1.43,83.16,1.62
35,1.jpg,Sandeel,35,1.33,77.66,1.32
35,1.jpg,Sandeel,36,1.35,78.69,1.37
35,1.jpg,Sandeel,37,1.32,77.24,1.3
35,1.jpg,Sandeel,38,1.23,72.36,1.06
35,1.jpg,Sandeel,39,1.43,83.21,1.63
35,1.jpg,Sandeel,40,1.33,77.76,1.32
35,1.jpg,Sandeel,41,1.38,80.15,1.45
35,1.jpg,Sandeel,42,1.44,83.68,1.65
35,1.jpg,Sandeel,43,1.4,81.5,1.53
35,1.jpg,Sandeel,44,1.35,79.06,1.39
35,1.jpg,Sandeel,45,1.43,82.95,1.61
35,1.jpg,Sandeel,46,1.17,69.35,0.93
35,1.jpg,Sandeel,47,1.15,68.42,0.89
35,1.jpg,Sandeel,48,1.37,79.89,1.44
35,1.jpg,Sandeel,49,1.17,69.45,0.93
35,1.jpg,Sandeel,50,1.26,74.23,1.15
35,1.jpg,Sandeel,51,1.17,69.45,0.93
35,1.jpg,Sandeel,52,1.35,78.9,1.38
35,1.jpg,Sandeel,53,1.37,80.04,1.45
35,1.jpg,Sandeel,54,1.48,85.8,1.78
35,1.jpg,Sandeel,55,1.5,86.53,1.83
35,1.jpg,Sandeel,56,1.49,86.01,1.8
35,1.jpg,Sandeel,57,1.45,84.14,1.68
35,1.jpg,Sandeel,58,1.28,75.37,1.2
35,1.jpg,Sandeel,59,1.36,79.52,1.42
35,1.jpg,Sandeel,60,1.34,78.07,1.34
35,1.jpg,Sandeel,61,1.3,76.15,1.24
35,1.jpg,Sandeel,62,1.38,80.25,1.46
35,1.jpg,Sandeel,63,1.32,77.03,1.29
35,1.jpg,Sandeel,64,1.37,79.99,1.44
35,1.jpg,Sandeel,65,1.26,74.13,1.14
35,1.jpg,Sandeel,66,1.28,75.27,1.2
35,1.jpg,Sandeel,67,1.39,81.03,1.5
35,1.jpg,Sandeel,68,1.44,83.47,1.64
35,1.jpg,Sandeel,69,1.43,82.79,1.6
35,1.jpg,Sandeel,70,1.46,84.4,1.7
35,1.jpg,Sandeel,71,1.39,81.08,1.5
35,1.jpg,Sandeel,72,1.39,80.72,1.48
35,2.jpg,Sandeel,73,1.39,80.72,1.48
35,2.jpg,Sandeel,74,1.56,89.59,2.03
35,2.jpg,Sandeel,75,1.54,88.82,1.98
35,2.jpg,Sandeel,76,1.47,85.23,1.75
35,2.jpg,Sandeel,77,1.67,95.56,2.47
35,2.jpg,Sandeel,78,1.49,86.32,1.82
35,2.jpg,Sandeel,79,1.48,85.49,1.76
35,2.jpg,Sandeel,80,1.39,80.72,1.48
35,2.jpg,Sandeel,81,1.51,87.31,1.88
35,2.jpg,Sandeel,82,1.63,93.28,2.29
35,2.jpg,Sandeel,83,1.42,82.59,1.59
35,2.jpg,Sandeel,84,1.58,91,2.13
35,2.jpg,Sandeel,85,1.55,89.13,2
35,2.jpg,Sandeel,86,1.51,87.21,1.87
35,2.jpg,Sandeel,87,1.49,85.86,1.79
35,2.jpg,Sandeel,88,1.3,75.99,1.23
35,2.jpg,Sandeel,89,1.5,86.69,1.84
35,2.jpg,Sandeel,90,1.48,85.39,1.76
35,2.jpg,Sandeel,91,1.5,86.64,1.84
35,2.jpg,Sandeel,92,1.54,88.66,1.97
35,2.jpg,Sandeel,93,1.46,84.3,1.69
35,2.jpg,Sandeel,94,1.5,86.79,1.85
35,2.jpg,Sandeel,95,1.59,91.31,2.15
35,2.jpg,Sandeel,96,1.45,83.88,1.67
35,2.jpg,Sandeel,97,1.59,91.15,2.14
35,2.jpg,Sandeel,98,1.55,89.39,2.02
35,2.jpg,Sandeel,99,1.6,91.98,2.2
35,2.jpg,Sandeel,100,1.43,83.05,1.62
35,2.jpg,Sandeel,101,1.48,85.54,1.77
35,2.jpg,Sandeel,102,1.5,86.84,1.85
35,2.jpg,Sandeel,103,1.44,83.47,1.64
35,2.jpg,Sandeel,104,1.49,86.32,1.82
35,2.jpg,Sandeel,105,1.54,88.5,1.96
35,2.jpg,Sandeel,106,1.66,94.99,2.42
35,2.jpg,Sandeel,107,1.56,89.65,2.04
35,2.jpg,Sandeel,108,1.66,94.94,2.42
35,2.jpg,Sandeel,109,1.52,87.62,1.9
35,2.jpg,Sandeel,110,1.48,85.8,1.78
35,2.jpg,Sandeel,111,1.59,91.15,2.14
35,2.jpg,Sandeel,112,1.67,95.25,2.44
35,2.jpg,Sandeel,113,1.57,90.22,2.07
35,2.jpg,Sandeel,114,1.54,88.76,1.98
35,2.jpg,Sandeel,115,1.45,84.25,1.69
35,2.jpg,Sandeel,116,1.59,91.31,2.15
35,2.jpg,Sandeel,117,1.61,92.34,2.23
35,2.jpg,Sandeel,118,1.58,90.74,2.11
35,2.jpg,Sandeel,119,1.53,88.35,1.95
35,2.jpg,Sandeel,120,1.56,89.7,2.04
35,2.jpg,Sandeel,121,1.56,89.8,2.05
35,2.jpg,Sandeel,122,1.5,86.79,1.85
36,1.jpg,Sandeel,1,1.67,95.61,2.47
36,1.jpg,Sandeel,2,1.44,83.68,1.65
36,1.jpg,Sandeel,3,1.66,95.15,2.43
36,1.jpg,Sandeel,4,1.75,99.46,2.78
36,1.jpg,Sandeel,5,1.39,80.82,1.49
36,1.jpg,Sandeel,6,1.51,86.95,1.86
36,1.jpg,Sandeel,7,1.43,82.9,1.61
36,1.jpg,Sandeel,8,1.67,95.2,2.44
36,1.jpg,Sandeel,9,1.38,80.41,1.47
36,1.jpg,Sandeel,10,1.42,82.64,1.59
36,1.jpg,Sandeel,11,1.4,81.18,1.51
36,1.jpg,Sandeel,12,1.26,74.07,1.14
36,1.jpg,Sandeel,13,1.39,80.72,1.48
36,1.jpg,Sandeel,14,1.52,87.47,1.89
36,1.jpg,Sandeel,15,1.42,82.69,1.6
36,1.jpg,Sandeel,16,1.24,73.09,1.09
36,1.jpg,Sandeel,17,1.46,84.45,1.7
36,1.jpg,Sandeel,18,1.46,84.51,1.7
36,1.jpg,Sandeel,19,1.51,86.95,1.86
36,1.jpg,Sandeel,20,1.76,100.13,2.83
36,1.jpg,Sandeel,21,1.3,76.46,1.26
36,1.jpg,Sandeel,22,1.7,97.12,2.59
36,1.jpg,Sandeel,23,1.61,92.5,2.24
36,1.jpg,Sandeel,24,2.02,113.73,4.13
36,1.jpg,Sandeel,25,1.46,84.56,1.71
36,1.jpg,Sandeel,26,1.41,82.17,1.57
36,1.jpg,Sandeel,27,1.47,84.92,1.73
36,1.jpg,Sandeel,28,1.73,98.68,2.71
36,1.jpg,Sandeel,29,1.59,91.41,2.16
36,1.jpg,Sandeel,30,1.48,85.54,1.77
36,1.jpg,Sandeel,31,2.2,122.76,5.16
36,1.jpg,Sandeel,32,1.52,87.78,1.91
36,1.jpg,Sandeel,33,1.7,96.86,2.57
36,1.jpg,Sandeel,34,1.92,108.33,3.58
36,1.jpg,Sandeel,35,1.55,89.33,2.01
36,1.jpg,Sandeel,36,1.31,76.77,1.27
36,1.jpg,Sandeel,37,1.37,79.84,1.43
36,1.jpg,Sandeel,38,1.62,92.76,2.26
36,1.jpg,Sandeel,39,1.53,87.98,1.92
36,1.jpg,Sandeel,40,1.7,97.02,2.58
36,1.jpg,Sandeel,41,1.73,98.52,2.7
36,1.jpg,Sandeel,42,1.84,104.18,3.19
36,1.jpg,Sandeel,43,2.14,119.7,4.79
36,1.jpg,Sandeel,44,1.41,82.12,1.56
36,1.jpg,Sandeel,45,1.65,94.21,2.36
36,1.jpg,Sandeel,46,1.45,84.2,1.68
36,1.jpg,Sandeel,47,1.45,83.78,1.66
36,1.jpg,Sandeel,48,1.54,88.92,1.99
36,1.jpg,Sandeel,49,1.52,87.67,1.9
36,2.jpg,Sandeel,50,1.39,80.82,1.49
36,2.jpg,Sandeel,51,1.57,90.48,2.09
36,2.jpg,Sandeel,52,1.58,90.53,2.1
36,2.jpg,Sandeel,53,1.47,84.82,1.72
36,2.jpg,Sandeel,54,1.45,84.09,1.68
36,2.jpg,Sandeel,55,1.51,87.31,1.88
36,2.jpg,Sandeel,56,1.27,74.8,1.17
36,2.jpg,Sandeel,57,1.28,75.16,1.19
36,2.jpg,Sandeel,58,1.39,80.72,1.48
